id,valor previsto
"8,17834159140686E+037",141037.52272916518
"1,73920051297479E+037",124848.16905985796
"2,21003909581331E+038",136722.7383725211
"3,22709941338706E+037",113501.8906719792
"4,47434231624749E+037",119952.3072111056
"2,56739781367017E+038",139618.77090058516
"1,0206982131329E+038",121697.80346085686
"2,95239204594156E+038",142194.31794227764
"2,17043924033496E+038",119004.07711796477
"2,30630223901851E+038",137421.1606937722
"2,2879458332519E+038",121018.8843770368
"2,2688321175192E+038",111980.64345198487
"1,78727794896076E+038",121302.83289305751
"2,33324434070255E+038",146698.9899580374
"1,20196782885257E+038",137744.2132878518
"3,07587965035124E+038",138377.07300463342
"1,47918433942232E+038",118038.81771163022
"3,22862357217576E+038",115206.27309174897
"2,39523402888574E+038",144029.42137458958
"1,1350998321454E+038",139541.18411600566
"1,09891169875097E+038",142188.5682227333
"1,40472847652597E+037",139588.24371324846
"1,85048785858082E+038",117711.16763597666
"2,33408161489868E+038",122673.44922656433
"2,71868823659696E+038",138912.09665753518
"2,34266752075174E+038",143459.3805057949
"1,35193714861902E+038",144593.570543074
"6,53835142392486E+037",111168.99374279802
"7,63500554236947E+035",140617.40761288893
"2,63071556455718E+038",141668.2814635672
"2,51187863725991E+038",126178.4212694001
"2,54288424794028E+038",138537.87373347493
"2,86319605986498E+038",137293.3998720078
"1,81564447621462E+037",141797.89096432994
"1,32399590521101E+038",140944.1167444407
"1,03484450878269E+038",144386.17075037464
"3,91227024165152E+036",115506.4028838862
"2,89442719100949E+038",145176.17397575403
"7,810756909968E+037",141671.4322586214
"3,56305793927029E+037",118916.1032823173
"1,80495442974534E+038",125237.97636022457
"3,10808003231124E+038",140077.53404107108
"2,81412885789869E+038",141269.8952025678
"1,15834922999694E+038",144491.6434471582
"5,73180198211347E+036",124978.41086556415
"2,56716164818036E+038",117315.21319884762
"2,87091925155434E+038",144319.51993144603
"3,42602188964016E+037",120361.4387816037
"1,29711525134943E+038",113735.1399770033
"6,3813447393601E+037",145193.54202927856
"2,33957718806307E+038",134740.36788678527
"1,38508589382193E+038",142983.1436572004
"1,71762617476836E+038",113232.84996457706
"7,12273634442511E+036",144056.52317664243
"3,29318790473356E+037",141764.54482669197
"2,30483121396275E+038",111704.89844233484
"3,15766672381283E+038",141961.98328445782
"3,01104161774369E+038",116318.97630303123
"2,27510606246396E+038",139566.3909696468
"2,28659121972304E+038",131457.68522681677
"6,80868090591737E+037",142773.8427973275
"1,6904139238961E+038",143801.9338471232
"1,49581053128778E+038",120472.0499798812
"6,62524202289897E+037",147094.20192477157
"2,6285996735148E+038",138594.85797735088
"3,17829998963593E+038",141305.1911720644
"2,48878417041254E+037",143554.2041731409
"2,30199425899098E+038",114150.23811403388
"7,40119576477593E+037",140374.50724202735
"1,44733803448319E+038",138448.28675365204
"1,42405383752199E+038",137085.67962732745
"1,73324636074769E+038",143466.75693169708
"1,55561347177954E+038",137821.26739448746
"8,60264350634131E+037",141752.3241172936
"2,29257356284379E+038",139012.34463560864
"2,49214025842221E+038",116247.62180784663
"8,34732088853907E+037",110591.34036890423
"1,80580369832354E+038",143870.66352909867
"2,59490022068442E+038",113372.9255701916
"1,20796267956233E+038",123138.69953283337
"2,41430542672617E+038",139393.72265506472
"5,30918477806405E+037",140165.28918808143
"1,7197706656763E+038",139812.92115111795
"2,01914625874464E+038",113548.9761638808
"8,40593840634494E+037",138757.91607238073
"3,28387208591073E+038",119421.96196477959
"1,71544264940223E+037",142752.37276154972
"1,92000139416378E+038",145744.18081481487
"1,80081646479211E+038",122787.75284723009
"2,53986101323167E+038",141405.63319307624
"8,20362693116881E+037",125806.28557850386
"3,33919908274208E+038",123038.19875646317
"3,13704772228415E+038",140055.63083589406
"2,15781134391041E+038",115018.1446348189
"3,23576127340261E+038",141601.65450934594
"2,12667363162994E+037",115354.12755859148
"1,86277892327196E+038",145875.38319560347
"1,18653739393883E+038",142541.58290142444
"1,78402222675267E+038",145647.17570732944
"1,4111625130404E+037",145515.76802949412
"3,25687469192316E+038",142904.46562767413
"3,38873463459304E+038",142426.7210975925
"2,45440709240118E+038",120667.7634759644
"3,99228477836281E+036",137763.72531863098
"1,77917688273646E+038",138775.22600063722
"3,07183333739201E+038",112197.81630884051
"3,35470794133402E+038",114732.05184359444
"2,03204241445016E+038",129846.84415547705
"1,3438525764741E+038",141790.5894872276
"6,54068725792148E+036",141734.60561987475
"2,0323980783103E+038",143190.5516000575
"3,9376528018535E+037",138361.48087455073
"3,33342898325227E+038",142655.96390078554
"2,16088076765438E+038",142641.15663016777
"2,9425616841336E+038",113553.42562515917
"2,49324748703273E+038",119637.18567318165
"2,27934818343216E+038",144199.83111254222
"1,57501721120159E+038",141299.6221291237
"2,97125857657344E+038",145275.80582673705
"8,71360290636341E+037",119310.80159519054
"1,99891203388386E+038",125817.32708652715
"1,02123055616796E+038",118488.02148682873
"2,37512146312821E+038",124344.23170101688
"3,09842804508855E+037",140413.31000436336
"1,26374200467605E+038",117677.64356410396
"3,17466905352534E+038",141325.60484650696
"5,28652296024721E+037",117938.81751317129
"8,69842245020022E+037",114714.85371382756
"1,14416682475134E+038",117332.27585867437
"4,95002888962384E+037",137342.5490176209
"1,54651728496408E+037",137436.9011386102
"3,07334256328869E+038",114878.23913855263
"2,28144239113577E+038",141991.26297122496
"2,87139027642678E+038",142172.74671606085
"8,99144425584084E+037",144443.2531945248
"1,57724668439283E+038",122308.72121216716
"2,10560980823314E+038",120094.17340457966
"9,53346329574758E+036",117957.39803297218
"3,61554874067869E+037",142590.0147647612
"2,34127326236134E+038",141982.30867203925
"2,80305492068079E+038",145499.2590826374
"2,06680675239217E+038",141983.02458512379
"3,38819821210509E+038",145468.2315947067
"2,04709679839832E+038",115699.95213620976
"9,08754324584214E+037",138987.23869964597
"2,75475573967873E+038",144540.81545402834
"1,35798733167447E+038",139720.37251032935
"1,64677103649985E+037",114081.82318530924
"1,54737869680607E+038",121403.14490269485
"2,75775611271881E+038",146776.118707593
"6,04520511616484E+037",140355.0469842358
"5,55739827903913E+037",129294.73866409765
"2,53718454255115E+038",141592.8540891086
"3,14064790115054E+038",120052.89048813052
"1,89570492320794E+038",141767.50537794532
"2,38252616049217E+037",117216.87160698362
"2,02301262511979E+038",120201.97113029429
"1,0423956809008E+038",120759.46752774823
"1,18155484109908E+038",119330.18581866586
"2,55279298803367E+038",134464.69015968766
"2,0571308089174E+038",142552.52957562383
"2,71567936429803E+038",115938.22781545187
"8,3500313040263E+037",125135.58948028079
"1,99825580750147E+038",114239.1176432051
"3,55036607091605E+037",136921.51622821103
"1,36744533749502E+038",121469.7012869675
"1,46461487875439E+037",138924.85252037205
"1,75456875639757E+038",138226.05400843083
"1,71887264709983E+038",143821.91034288553
"5,575201071375E+036",117926.13162401573
"1,11243995712779E+037",141079.74585264747
"2,78012921215945E+038",124951.63844034434
"1,27163062492495E+038",140326.0128561244
"3,02695598952433E+038",120077.55455422502
"3,39163194157299E+038",112762.58501479168
"2,53179630755522E+038",115712.16813670687
"1,07540865078806E+038",137872.52854536276
"2,02747226890809E+038",147241.79543245072
"1,9847894460128E+038",138576.2363972424
"2,86842543879735E+038",141637.40818924294
"1,43789229725002E+038",145115.5735283681
"7,82018545890308E+037",118127.68546894766
"7,15398180433849E+037",141526.25293217422
"1,23838437268534E+038",137833.28289364383
"1,65334355852047E+038",127072.43556724205
"1,64847888876548E+038",146335.26137898624
"1,01135033363139E+038",143095.5687520839
"1,41374361982311E+038",122586.39248229426
"5,15013649744146E+037",123298.99898334156
"3,3309868172787E+038",137659.10500305874
"8,02343784336974E+037",112860.08258454702
"2,97673004618655E+038",132630.8684270467
"2,04724813217968E+038",140993.93301136384
"1,64732854026285E+038",111250.88573396215
"6,54453528356116E+037",137016.7135212857
"1,25195180397773E+038",125790.76292409592
"2,81257928188832E+038",117599.05698891013
"7,27602019972911E+037",141095.16928435216
"1,44585264635919E+038",118156.96906434573
"1,0940924301948E+038",142640.35054805307
"6,69760337413163E+037",123802.58467237685
"1,15854473798371E+038",142190.031252815
"2,32720943751601E+038",142201.84229304694
"3,23041358526123E+038",123550.80007575375
"1,8957106559012E+038",143517.1247116301
"2,78830396664534E+038",125768.78835401824
"3,0098431088082E+038",123610.41339971437
"1,73248095429072E+038",149489.76514630174
"1,29039911398138E+038",139422.94987690245
"1,46454092270544E+038",119488.1929474881
"1,29592620248406E+038",140587.00817211738
"5,51787163380649E+037",120040.7119230778
"1,88552232778525E+038",123818.6642423346
"6,87387774736781E+037",140973.31141289795
"1,43650065470937E+038",142184.23320854825
"2,17143375116427E+038",142857.48530249554
"2,858575470452E+038",113601.47821678122
"1,3530751310437E+038",114133.94416241939
"2,90335172999639E+036",112345.9796858635
"2,3548545987131E+038",138818.98487196543
"2,96017386177027E+038",142845.5077254612
"2,1292953283587E+038",137736.7354442768
"4,47920531888047E+037",116896.14262227889
"2,49680012909724E+038",122429.25470605295
"1,88132402142982E+038",115726.34357623238
"2,43258499219043E+038",143774.95455675488
"2,97502384825462E+038",145323.38320196272
"2,04840517104166E+037",115269.54818097559
"2,53948032676147E+038",123270.06116649868
"9,82005883536892E+037",142166.9247049239
"1,41227914772089E+037",143685.5460156566
"2,08598248089931E+038",140237.49530692058
"2,98475622302532E+038",123882.89301642825
"2,58878866653442E+036",142802.3661886568
"9,71262866605111E+036",138677.8089220583
"4,29670266502212E+037",116840.19454696095
"3,31810071519527E+038",141872.20432004015
"2,85315356430762E+038",129207.24687213269
"1,47573383959505E+038",123138.70772487868
"1,7365177669505E+038",138642.2444295812
"2,28352591086465E+037",133912.42669550463
"1,63335522228146E+038",146689.30790005214
"7,95808648376975E+037",140647.32979423783
"1,80937220716942E+037",141077.33174090274
"1,63127155367196E+038",144139.21651542434
"8,26992712744738E+037",117412.94211860411
"1,1989809223571E+038",143104.88984724088
"6,81201083168291E+037",142193.14067450128
"5,44995991808237E+037",139673.61208126065
"6,31511796301023E+037",138552.92060335132
"1,45333654310499E+038",130312.36480937713
"3,36202983245747E+038",145141.5675324126
"8,02765873093748E+037",137142.2000809807
"2,11510309891117E+038",141465.58434941998
"7,80285717014355E+037",143051.70024059058
"1,13813549074393E+038",139643.56104451252
"4,29768576642911E+036",123533.48570068851
"2,36242654532846E+037",145931.0688393159
"4,04000719868999E+037",141272.91962919154
"9,05894430951058E+037",139524.42013527045
"6,4930320159541E+037",142130.0511930915
"3,19957631812806E+038",119888.77359333476
"1,85473026310374E+038",111569.20331074153
"1,98280088122233E+038",142097.705067408
"2,91324486703808E+038",144339.71976484492
"2,52398412139116E+038",141432.62658272727
"1,61513792123051E+038",141857.0308111989
"1,33941859718052E+038",123090.43693866495
"2,36698763821887E+038",113247.71805037907
"2,20897024275644E+038",139522.2377068088
"1,25219498777136E+038",141591.4966845671
"2,25236262665839E+038",140851.80961965173
"1,0286702695924E+038",123695.23237746184
"3,34671611250425E+038",141753.57076224135
"2,02238857962075E+038",139053.8609746689
"2,94826381461539E+038",113344.02878646561
"1,34053582412896E+038",144139.96805489526
"6,95661453655533E+037",138279.31530505858
"1,50522366131829E+038",113275.0336445847
"7,22507834036209E+037",137312.96273065772
"1,49743770509507E+038",143210.82798273338
"9,63371969406448E+037",146927.93324798823
"1,01203276212024E+038",117010.48068926946
"3,1248253943168E+037",140678.81322298638
"2,35397138909237E+037",123260.4085771743
"1,19322438176105E+038",117217.24559684406
"1,6014842250035E+038",140437.11883334123
"1,75024054306603E+038",142131.03218592345
"2,61523753462729E+038",138548.4261885099
"1,28976127984583E+038",123253.88472513796
"2,33048716786273E+038",142022.36883838417
"1,74511354619462E+038",145956.0400739993
"2,26725547755505E+038",129882.40350123457
"3,7652492323093E+037",136690.44649834494
"2,08214939247031E+038",119611.45724962151
"2,41049905561863E+038",142839.8007110196
"3,09355085650997E+038",145021.53772344004
"2,10728588879522E+038",124775.62812383141
"2,51083960652402E+038",141779.78740603646
"3,25886745540209E+037",140957.21427857655
"1,86179222591094E+038",143028.5781661959
"2,78569731943591E+037",141652.47192732734
"3,29445361760244E+038",141164.97909172974
"6,02856702681501E+037",140304.78727814317
"2,39904779609265E+038",142098.3255261231
"2,31650690900163E+038",114703.81611488145
"3,2148277731291E+038",138409.39572230872
"9,06219215148491E+037",141325.30958987927
"2,76639800720599E+038",142015.7148963991
"3,55996383999214E+037",137428.78624968292
"2,72428218641208E+038",142042.08879785368
"1,3827434808545E+037",118950.74893553265
"2,79109446575199E+038",135282.72840221264
"3,21479234739909E+038",145691.80632493898
"1,74226979497699E+038",140511.34363807086
"1,8286598690996E+038",138448.81109726924
"1,72437796940895E+038",141962.2813074608
"2,82030584629452E+038",116379.76288588066
"8,24284500052246E+037",142595.17103164492
"6,10241204103648E+037",116386.3023550075
"9,64338140242808E+037",127748.7773907051
"3,12462858501805E+037",141207.24339201397
"2,45585367744757E+038",145642.29015986773
"2,3739497825999E+038",126296.81049206156
"3,34096094956644E+038",117942.96038758483
"3,06266746511332E+038",143122.2283965404
"2,51860337105668E+038",137329.59232128644
"2,51653768642786E+038",144256.05207267712
"2,91620155159733E+038",113517.22394610968
"3,2708049359751E+038",118002.99903722346
"2,44422386314672E+038",120075.73425820029
"1,70462664291315E+038",130638.22804491123
"2,5798921870152E+038",116694.19470753301
"3,31374419574041E+038",120013.75632491098
"2,30730449841349E+037",142133.23216451792
"4,299739789728E+037",142674.89839311154
"6,32980959559902E+037",117251.45936797292
"2,9749759314857E+038",138014.5575787127
"3,03445302866133E+038",140202.93146488647
"3,22861063233554E+038",136414.09560223372
"4,85271081522211E+037",140517.3746598961
"7,51175054240781E+037",142655.8622784579
"1,16018537774968E+038",145706.44088923492
"1,35383065058256E+038",143434.43362716152
"4,75740775802885E+037",142171.8471236562
"6,45979382998259E+036",138125.5926606026
"9,51068605324729E+037",142542.50108992876
"2,878264076871E+037",123242.2694323636
"2,62977950922454E+038",140947.96567115304
"1,74071088075748E+038",145652.1859228899
"1,2467173726109E+038",143522.53048327082
"2,69337118762467E+038",137396.31460073477
"2,0925919810111E+038",140202.76724240652
"1,39370578642362E+038",120887.9112416454
"2,89941365432809E+037",144464.46375274082
"2,9325829762181E+038",125726.42667565419
"2,72381528732508E+038",142134.98007798055
"3,07874037903054E+038",118759.53676108457
"1,14021850146525E+038",142460.90934488008
"8,54359995460191E+037",136234.57640682373
"1,03119620189893E+038",143687.99132652843
"3,14561543389181E+038",140250.9036880171
"2,39141765600935E+038",126131.4106923178
"7,66979640334573E+037",144602.22271142612
"2,64305253634443E+038",144589.7804157256
"1,31551992554677E+038",141347.37042116214
"1,9883745819974E+038",114373.53497339795
"1,59709089640309E+038",141118.54504811807
"2,40435520661011E+038",142874.84734850124
"2,37164398166654E+037",140423.01354355764
"2,97198590332052E+038",142276.33883712156
"1,97440825275922E+038",112736.507444203
"1,80745679040798E+038",120870.35049051943
"1,19990119986469E+038",118385.19957936076
"6,94580226421706E+036",137522.8961255422
"6,31047353714628E+037",113491.15215753645
"2,68014220097093E+038",129938.2094533847
"8,20193134912762E+036",122982.4732101317
"2,93424115049061E+038",140465.2904576425
"1,97527187648268E+038",117858.52514260444
"2,41005170925789E+038",116492.08745219799
"2,47539232104409E+038",114876.41330377027
"2,02615412439834E+038",130364.52984954503
"2,92921571396806E+038",139389.6510692604
"1,0214655464352E+038",142213.16182870092
"2,04594591089768E+038",143053.9641327533
"1,6446567793948E+038",116162.73862733744
"3,13502068069834E+038",123108.13893530353
"2,35768787164618E+038",130356.72462382934
"5,54823659715274E+037",146626.87743686067
"2,74510050161827E+038",119789.9136063059
"2,62354354853492E+038",136522.36337073523
"2,25178758495725E+038",142463.01975078287
"2,04835397801259E+038",119488.69244947567
"1,20967717512668E+038",117282.03053461267
"6,93844681689792E+037",144468.5627718532
"1,72353782416663E+038",140410.2734461729
"9,36643779732719E+037",142736.56784103956
"3,36962307751087E+038",142569.99471760457
"2,23211215527692E+038",138377.03287410366
"1,87613432585729E+038",144735.7405910535
"2,9679669272015E+038",140374.3086998101
"2,96694309736194E+038",138350.84813668072
"6,2668871867764E+037",123841.60523915658
"5,83136467195189E+036",124228.43588286433
"2,63520175526384E+038",137163.9264254861
"9,39130475547253E+037",114540.46780477274
"1,87792144573873E+038",141875.0906641698
"7,71937272704707E+037",120186.62164710523
"9,32448639503053E+037",119040.23456479309
"4,5554261791996E+037",119618.46322354733
"1,45627501098448E+038",139751.4601036076
"2,76147028044265E+038",145441.79245523814
"1,01810035134787E+038",117588.62017267442
"3,23649586881188E+038",123528.737833779
"2,40863300038824E+038",141873.65245987906
"1,73259610703588E+038",140557.25172421566
"2,10905950392861E+038",138269.0530999532
"1,2812357354409E+038",136638.41535108804
"5,53310537451024E+037",143275.95315257995
"4,89246681549308E+037",142369.93699596726
"9,82244738812416E+037",141785.83139159097
"1,46073654579419E+037",145268.18199360967
"1,67709308386276E+038",140883.7424722297
"2,81031027492928E+038",141968.08539817279
"3,17149933610832E+038",142356.92555763028
"1,11873775427756E+038",140094.67168093834
"2,1732850300052E+037",119865.61491315518
"1,79559082498079E+038",142947.23016752303
"2,56602505649871E+038",123468.83479063654
"2,28377042239119E+037",142767.55670691343
"1,53159405405938E+038",141878.85444224655
"6,80465885784526E+037",119919.16827480955
"5,46715174193703E+037",124953.4730595159
"9,07334763373796E+037",119476.61471386573
"7,48297557566271E+037",148271.2619285812
"1,13699792614803E+038",143166.88380933256
"3,09367485301631E+037",141783.93475973478
"2,86718433484587E+038",120294.61108689125
"5,30409052385214E+037",142109.98306218095
"2,27799093612016E+038",113259.2885967225
"1,05984803437282E+038",116727.64132606865
"1,36216515618316E+038",130162.47657768113
"3,13923828364562E+038",120673.91840868801
"2,56535569668688E+038",120515.49574346411
"1,61276830978411E+038",129175.72683646447
"1,93023133616328E+038",143012.77406961855
"4,51237795530904E+036",129892.15503357044
"2,41451673262291E+038",143475.223964185
"3,33137917729422E+038",140526.93378177477
"1,22104160214166E+036",115211.79446611667
"1,76930432600281E+037",117448.52001390651
"2,33874613249502E+038",142498.33102068095
"2,94239181834342E+037",139765.72813152624
"1,23067147644698E+038",144831.75371961785
"6,75763900472206E+037",144076.34774814668
"3,36003013146989E+038",142597.941814451
"7,09510999960192E+037",130095.66517098909
"1,51224142156186E+038",143554.09552761714
"1,46803890080797E+038",137342.83685564293
"2,54871287756696E+037",140353.70158356565
"3,06159349104269E+038",112599.1142485831
"2,33291875187807E+038",135286.41166402667
"1,03649543423223E+038",140613.5393943226
"2,70419948556221E+038",113849.30138808013
"1,53143792449153E+038",126859.01183738833
"2,30242894518259E+038",122442.96011720752
"3,19099264280577E+038",114197.17985263208
"1,46492844261498E+038",140130.95554739633
"1,63251387522305E+038",136861.35391288946
"2,53008578191098E+037",140408.6622376296
"5,56331876769249E+037",140274.49052032575
"4,91994234970822E+037",123302.44590030042
"2,32357932937097E+038",140610.3787648278
"1,79483086047331E+038",122657.82761301608
"2,93730314180432E+037",140428.03595266194
"1,07534969967686E+038",140695.62990699447
"1,20571815096627E+038",140098.52237276695
"7,42115860718964E+036",139845.96980645994
"2,38931719318297E+038",143744.3259025822
"2,02740346843306E+038",141752.36839426454
"1,6689349456841E+037",143649.66337678078
"1,4801229721157E+038",123808.96448979905
"1,28134122255387E+038",144866.55180315845
"1,67571214511517E+038",139076.25269059313
"1,84011296344463E+038",116679.50808297537
"1,69465487970916E+038",121183.29947902432
"1,30361622420383E+038",138309.76455694728
"3,31939185720524E+038",140355.47747397027
"8,75694859180887E+037",124335.42543518331
"2,30770798992268E+038",140553.53804070505
"2,67366593531095E+038",138215.55975670568
"1,99926103285676E+038",120757.88868801892
"2,66968967193173E+038",124604.70500936384
"1,67826333249433E+038",114526.12103999312
"1,08079317452072E+038",116736.94058376735
"9,16841142607545E+036",141066.19320718813
"2,20379336042208E+038",120230.0023742982
"8,54097922093021E+037",119308.81017004684
"1,08315930477247E+038",137416.13620171975
"1,38178784399746E+038",114663.09284170656
"1,09448753225848E+038",117539.72893940273
"4,81016564656229E+037",127128.62899288908
"2,32801260678108E+038",142639.20140796842
"1,12833514130235E+038",117644.83060696522
"9,38482052727104E+036",143904.21702725464
"3,15097976795298E+038",145391.39332495505
"3,12987999748197E+038",143485.5929575339
"2,83651273349745E+038",147311.02132533482
"1,91707011347213E+038",122022.06518345598
"1,06126552952767E+038",136841.56689537398
"2,62257703451875E+038",144139.2284268758
"2,55899024359695E+038",142094.17975599988
"1,1416380167541E+038",140414.95052636
"3,01845691767162E+038",117208.46857386582
"9,23990799948295E+037",116952.37968035816
"1,58804745485988E+038",121385.899249574
"3,18699126633889E+038",141611.4361588948
"2,97113933456367E+038",142806.04166879674
"2,00474866821927E+038",135018.30471193758
"2,23364885293846E+038",119971.76727695361
"3,24259604829408E+038",116541.92833602
"3,04251078569828E+038",133557.27047445354
"8,59377338056339E+037",142911.10046555413
"1,08988859207309E+038",123901.06449130621
"4,78488247713953E+037",114705.1328009175
"2,62530606945227E+038",142846.80031688404
"8,56558861516706E+037",113104.78250980258
"2,98184819601132E+038",121899.33928002209
"9,54087897586224E+037",144171.48224561207
"1,22922019966644E+038",125984.93679011268
"6,1835785696481E+036",140728.1356890333
"2,74289386281548E+038",142747.72161239944
"3,47268447294028E+037",119543.13980192122
"8,45864872479067E+037",119072.94764869186
"1,20720460409398E+038",119378.11391249704
"1,77428445547269E+038",140134.8070799664
"1,15727112823962E+038",117834.20904048532
"3,39528554109159E+038",125010.09796437413
"1,1227850553609E+038",139688.43533692093
"1,50655854973961E+038",142093.98739340116
"2,0514097898155E+038",119332.15884203569
"1,43222924043442E+038",141176.39652743624
"2,22242097176001E+038",143029.78661926993
"1,85476235461315E+038",139088.1718759282
"2,47942554202835E+037",142898.43563994032
"1,70386853337926E+038",139306.03936693823
"8,95993377968878E+037",146544.9848499947
"1,32628385969592E+038",138169.7251382308
"2,09256260831814E+038",124752.98025860201
"2,99146289036887E+038",144951.58158313984
"9,21400141500818E+037",141953.6831431481
"2,26355025621853E+038",115031.67460161245
"1,11623792219172E+038",142354.87302786234
"4,62376324617599E+037",144498.26171404682
"6,1695533361581E+037",142687.27315456438
"1,17251161372699E+038",121697.19372288947
"1,6261458326616E+038",122521.85489279825
"1,82560755361396E+037",142926.84252825432
"6,26545929313773E+037",119543.49187272189
"1,3420283066559E+038",143428.87673437266
"2,14663508190129E+037",142644.49705110778
"1,97898324935815E+038",142027.47650084732
"2,18822826497052E+038",121854.8060855262
"1,92658336119532E+038",123267.39217011811
"2,23774110559714E+038",114080.60305954774
"1,52491369298185E+037",144122.64208427814
"1,30656210153993E+038",145864.03676325167
"1,66391612744862E+038",136385.18067401357
"2,80509122589602E+038",146941.1440274509
"5,02238464292549E+037",146773.38739318
"4,39257996296667E+037",141397.5334138751
"3,3750249790405E+038",143607.49139849277
"2,88295058279943E+038",134749.65764960364
"2,80534277282576E+038",145772.43922168296
"2,58119514855433E+038",142486.38517560062
"9,77283481260152E+036",141011.431463272
"6,62200667103157E+037",144758.28576465457
"1,10727436952411E+038",118432.73511147739
"3,27459637510857E+038",142441.76607209246
"1,80902441541917E+038",112921.79240277797
"1,95646360202007E+038",145753.77935457657
"1,09843078212424E+037",140579.04550797562
"7,68851418756629E+037",121256.40565214069
"5,51370058057466E+037",145224.58973936838
"7,67618333852231E+037",119223.51192172448
"2,62777752576421E+038",142383.26379003772
"1,07836276518638E+038",135449.7254474035
"1,64706530572775E+038",117654.66985854782
"1,45636524351214E+038",132300.89391907366
"9,00116073841554E+037",118534.0085140255
"3,20130605102555E+037",141735.1017102091
"5,81322500693773E+037",135765.8712541013
"2,6029913191978E+038",146938.05540975125
"1,84335110908305E+038",115244.47409668194
"2,85609111316912E+038",121402.58248567145
"2,51285943387521E+038",144067.32777921442
"3,02864442564466E+038",139979.39555836288
"2,10195564817766E+038",129429.37501728772
"1,76242774880698E+038",120760.4202562552
"3,05349260229463E+038",120072.920103682
"3,06130767528755E+038",138400.92715833316
"1,77930325763688E+038",139278.89617841796
"6,4758506056774E+037",140246.62577056524
"1,26257881433966E+038",138851.6101713624
"4,55504384048301E+037",125458.58468504917
"2,89636635413122E+038",137525.2742260273
"2,31679144052465E+038",124418.47340674544
"1,91391336220554E+038",143393.93875874518
"4,99098973014176E+037",119532.59613896513
"3,36903809994644E+038",120042.8828460692
"4,04368279564954E+037",117726.61121093624
"2,10353392882469E+038",119194.65543911823
"2,08927952017921E+038",118577.36831429254
"6,8228648817481E+037",127813.95139047308
"3,07747602889219E+038",138739.60122764527
"8,37555749503636E+036",141988.961119025
"1,66716319611153E+038",140466.7414274544
"1,20656670300819E+038",145724.53643917412
"8,89082525896588E+037",118175.09135471898
"2,62495862260503E+038",144012.92218898505
"1,3680268534315E+038",136186.60036665754
"2,83057648150849E+038",141074.63719777836
"3,12015766270401E+038",144023.71421274004
"1,19763057072017E+038",137586.02854580237
"2,5690640011139E+037",118218.9349440953
"1,9282807970296E+038",141690.37578901224
"1,51240579350998E+038",140703.27521436432
"1,40625652985487E+038",118446.10202109568
"1,6624156396812E+037",121344.04933599028
"2,16138695785126E+037",122949.26362826437
"2,43551972103954E+038",113845.810080089
"2,93740708241319E+038",142286.53145073538
"2,26094743039807E+038",142539.2627108284
"1,81600626434118E+038",145535.61597255347
"1,90489145631771E+038",138528.26275431624
"2,59736333159798E+038",141001.03878977423
"1,86588760731008E+038",141927.87629200122
"2,42606619384612E+037",142798.33070378614
"2,05930353514315E+038",140061.83382142408
"2,41181928168076E+038",116426.83156815183
"9,86980552097159E+037",144385.54215181328
"1,2625261118066E+038",120532.47908589857
"2,69167468196147E+038",141635.95472355981
"2,67527403562137E+038",138625.23835858513
"3,00793628976505E+038",139217.4344340021
"7,53897538745452E+037",140627.78623982167
"1,35851566225365E+038",147828.26746003373
"2,68830704055099E+038",124711.68546555846
